"Geneid","Length"
"ABCB6",3018
"ATG9A",3822
"ANKZF1",2637
"GLB1L",2710
"STK16",3127
"TUBA4A",2590
"TUBA4B",1380
"DNAJB2",3125
"PTPRN",3910
"MIR153-1",90
"RESP18",795
"DNPEP",2438
"DES",2248
"SPEG",11641
"LOC100996693",815
"GMPPA",1871
"ASIC4",2844
"CHPF",3176
"TMEM198",2578
"MIR3132",75
"OBSL1",7275
"INHA",1431
"STK11IP",3624
"SLC4A3",4326
"MIR4268",64
"EPHA4",6658
"PAX3",4125
"CCDC140",1699
"SGPP2",1200
"FARSB",2676
"MOGAT1",1096
"ACSL3",4361
"KCNE4",3177
"SCG2",2572
"AP1S3",4041
"WDFY1",4664
"MRPL44",1748
"SERPINE2",3049
"FAM124B",2594
"CUL3",6927
"DOCK10",7650
"MIR4439",80
"NYAP2",4590
"LOC646736",935
"MIR5702",84
"IRS1",8736
"RHBDD1",5157
"COL4A4",10341
"COL4A3",8097
"LOC654841",2502
"MFF",2291
"TM4SF20",2294
"MIR5703",56
"AGFG1",8738
"C2orf83",2087
"SLC19A3",3767
"CCL20",842
"DAW1",1669
"SPHKAP",6913
"PID1",2822
"DNER",3272
"TRIP12",10100
"FBXO36",2815
"SLC16A14",4398
"SP110",3104
"SP140",3566
"SP140L",2668
"SP100",7650
"LOC151475",2609
"CAB39",4340
"ITM2C",2277
"LOC151484",1893
"GPR55",3828
"SPATA3-AS1",3509
"SPATA3",870
"C2orf72",3579
"PSMD1",3325
"HTR2B",2232
"ARMC9",7106
"MIR4777",86
"B3GNT7",3625
"NCL",2717
"SNORA75",137
"SNORD20",80
"SNORD82",75
"LINC00471",1282
"NMUR1",3274
"C2orf57",1420
"PTMA",1207
"PDE6D",1971
"COPS7B",2856
"MIR1471",57
"NPPC",701
"DIS3L2",4944
"ALPP",2971
"ECEL1P2",1295
"ALPPL2",2494
"ALPI",3274
"ECEL1",2896
"PRSS56",2157
"CHRND",2963
"CHRNG",2187
"TIGD1",2621
"MIR5001",100
"EIF4E2",3891
"EFHD1",2186
"GIGYF2",9139
"KCNJ13",3609
"C2orf82",465
"NGEF",3443
"NEU2",1143
"INPP5D",5192
"ATG16L1",3405
"SCARNA5",278
"SCARNA6",266
"SAG",1749
"DGKD",6397
"USP40",5617
"UGT1A8",2396
"UGT1A10",2385
"UGT1A9",2376
"UGT1A7",2333
"UGT1A6",2630
"UGT1A5",2345
"UGT1A4",2374
"UGT1A3",2345
"DNAJB3",1266
"LOC100286922",1030
"UGT1A1",2357
"MROH2A",5324
"HJURP",3189
"MSL3P1",1990
"TRPM8",5621
"SPP2",1019
"ARL4C",4012
"SH3BP4",5183
"AGAP1",11367
"AGAP1-IT1",664
"GBX2",1800
"ASB18",1401
"IQCA1",3410
"ACKR3",2100
"COPS8",2323
"COL6A3",10696
"MLPH",4290
"MIR6811",58
"PRLH",264
"RAB17",1999
"LRRFIP1",7773
"RBM44",4283
"RAMP1",974
"UBE2F",2422
"UBE2F-SCLY",2972
"SCLY",2527
"ESPNL",4822
"KLHL30",3685
"FAM132B",2902
"ILKAP",1443
"LOC151174",1959
"LOC643387",2659
"HES6",1454
"PER2",6342
"TRAF3IP1",4176
"ASB1",6833
"LINC01107",2420
"TWIST2",1443
"FLJ43879",3489
"HDAC4",8976
"MIR4440",98
"MIR4441",100
"MGC16025",2127
"MIR4269",84
"MIR2467",81
"LOC150935",1017
"MIR4786",80
"NDUFA10",4915
"OR6B2",939
"PRR21",1170
"OR6B3",996
"MYEOV2",989
"OTOS",566
"GPC1",3686
"PP14571",2017
"MIR149",89
"ANKMY1",3818
"DUSP28",1555
"RNPEPL1",3018
"CAPN10-AS1",3567
"CAPN10",2644
"GPR35",2596
"AQP12B",1114
"AQP12A",1084
"KIF1A",9223
"AGXT",1598
"C2orf54",2691
"LOC200772",2272
"SNED1",6834
"MTERF4",4566
"PASK",6224
"PPP1R7",2966
"ANO7",4448
"HDLBP",6576
"SEPT2",4196
"FARP2",4623
"MIR3133",78
"STK25",3164
"BOK-AS1",826
"BOK",2647
"THAP4",2318
"ATG4B",2897
"DTYMK",1209
"ING5",5198
"D2HGDH",2622
"GAL3ST2",1449
"NEU4",2747
"PDCD1",2112
"RTP5",1798
"LINC01237",576
"LOC102723927",2170
"LOC728323",1528
"DEFB125",665
"DEFB126",471
"DEFB127",514
"DEFB128",373
"DEFB129",698
"DEFB132",2120
"C20orf96",1608
"ZCCHC3",2760
"NRSN2-AS1",1394
"SOX12",4658
"NRSN2",2386
"TRIB3",2887
"RBCK1",2762
"TBC1D20",4469
"CSNK2A1",2836
"TCF15",1227
"SRXN1",2689
"SCRT2",3577
"SLC52A3",2695
"FAM110A",2125
"ANGPT4",1921
"RSPO4",2709
"PSMF1",3842
"TMEM74B",2228
"C20orf202",1604
"RAD21L1",1808
"SNPH",4994
"SDCBP2",1794
"FKBP1A-SDCBP2",1687
"SDCBP2-AS1",2694
"FKBP1A",1997
"MIR6869",62
"NSFL1C",3574
"SIRPB2",2833
"SIRPD",812
"SIRPB1",4479
"SIRPG",1716
"SIRPG-AS1",2796
"LOC100289473",747
"SIRPA",4478
"PDYN",3011
"STK35",6411
"LOC388780",835
"TGM3",2677
"TGM6",2292
"SNRPB",1153
"SNORD119",96
"ZNF343",4173
"TMC2",3169
"NOP56",2193
"MIR1292",66
"SNORD110",75
"SNORA51",132
"SNORD86",86
"SNORD56",71
"SNORD57",72
"IDH3B",1843
"EBF4",2911
"CPXM1",2400
"C20orf141",751
"TMEM239",701
"PCED1A",2403
"VPS16",2756
"PTPRA",3975
"GNRH2",423
"MRPS26",1039
"OXT",513
"AVP",619
"UBOX5-AS1",1794
"UBOX5",4345
"FASTKD5",2863
"LZTS3",4101
"DDRGK1",1254
"ITPA",1412
"SLC4A11",3538
"C20orf194",6909
"ATRN",8731
"GFRA4",1517
"ADAM33",3559
"SIGLEC1",6720
"HSPA12B",3148
"C20orf27",2129
"SPEF1",1587
"CENPB",2840
"CDC25B",4290
"LOC101929125",706
"AP5S1",1960
"MAVS",11771
"PANK2",2463
"MIR103A2",78
"MIR103B2",62
"RNF24",3560
"SMOX",2323
"LINC01433",682
"ADRA1D",2666
"PRNP",2964
"PRND",4038
"PRNT",2333
"RASSF2",5449
"SLC23A2",7056
"TMEM230",1795
"PCNA",1442
"PCNA-AS1",384
"CDS2",9323
"PROKR2",1155
"LINC00658",1639
"LOC643406",3799
"LINC00654",3591
"LOC101929207",358
"GPCPD1",5459
"C20orf196",2148
"CHGB",2650
"TRMT6",2349
"MCM8",3920
"MCM8-AS1",1131
"CRLS1",4112
"LRRN4",2955
"FERMT1",5151
"CASC20",1563
"BMP2",3150
"LINC01428",874
"LOC101929312",1651
"MIR8062",85
"HAO1",1746
"TMX4",6164
"PLCB1",7207
"PLCB4",5658
"LAMP5-AS1",1928
"LAMP5",2042
"PAK7",4777
"LOC101929371",791
"SNAP25-AS1",2959
"ANKEF1",3922
"SNAP25",2172
"MKKS",3202
"SLX4IP",1407
"JAG1",5987
"MIR6870",60
"LOC101929395",499
"LOC101929413",2006
"LOC339593",2274
"LINC00687",524
"BTBD3",5192
"LOC101929486",3031
"LOC102606466",829
"LOC100505515",599
"SPTLC3",3845
"ISM1",2592
"ISM1-AS1",1046
"TASP1",2351
"ESF1",3263
"NDUFAF5",2410
"SEL1L2",2671
"MACROD2",5106
"FLRT3",4024
"MACROD2-IT1",665
"MACROD2-AS1",1784
"LOC613266",2407
"KIF16B",6246
"SNRPB2",1681
"OTOR",1482
"PCSK2",5051
"BFSP1",3009
"DSTN",1746
"RRBP1",3792
"BANF2",640
"SNX5",2542
"SNORD17",237
"MGME1",2127
"OVOL2",1859
"PET117",1158
"CSRP2BP",3848
"ZNF133",3294
"LINC00851",726
"DZANK1",3500
"POLR3F",2324
"MIR3192",77
"RBBP9",3857
"SEC23B",3747
"LINC00493",492
"DTD1",1367
"LOC101929526",1694
"LINC00652",1799
"LOC100270804",2017
"C20orf78",1033
"SCP2D1",666
"SLC24A3",3889
"LOC100130264",1789
"RIN2",4507
"NAA20",1333
"CRNKL1",4413
"CFAP61",4673
"INSM1",2828
"RALGAPA2",9426
"KIZ",2198
"KIZ-AS1",1161
"XRN2",3435
"NKX2-4",1619
"NKX2-2",2080
"LOC101929625",567
"LOC101929608",1253
"PAX1",5352
"LINC01432",677
"LINC01427",512
"LOC284788",1684
"LINC00261",4911
"FOXA2",2612
"LINC01384",659
"SSTR4",1258
"THBD",4032
"CD93",6701
"LINC00656",1911
"NXT1",1117
"LINC01431",636
"GZF1",4741
"NAPB",3883
"CSTL1",736
"CST11",553
"CST8",918
"CST13P",1157
"CST9L",958
"CST9",1689
"CST3",2455
"CST4",736
"CST1",760
"CST2",694
"CST5",749
"GGTLC1",1145
"FLJ33581",2376
"SYNDIG1",2523
"CST7",930
"APMAP",2221
"ACSS1",4020
"VSX1",3734
"LOC284798",3356
"LOC101926889",2180
"ENTPD6",2762
"PYGB",4131
"ABHD12",2411
"GINS1",3289
"NINL",4972
"NANP",3799
"ZNF337-AS1",2472
"ZNF337",4761
"FAM182B",6026
"LOC101926935",6282
"LOC101926955",4604
"LOC100134868",1554
"FAM182A",5111
"NCOR1P1",419
"MIR663AHG",1213
"MIR663A",93
"FRG1B",946
"MLLT10P1",555
"DEFB115",267
"DEFB116",309
"DEFB118",1137
"DEFB119",844
"DEFB121",630
"DEFB122",496
"DEFB123",533
"DEFB124",216
"REM1",1670
"LINC00028",587
"HM13",3489
"MCTS2P",835
"HM13-AS1",489
"ID1",1232
"MIR3193",55
"COX4I2",684
"BCL2L1",2559
"ABALON",1903
"TPX2",3662
"MYLK2",2793
"FOXS1",1318
"DUSP15",1733
"TTLL9",1607
"PDRG1",1373
"XKR7",2910
"CCM2L",2532
"HCK",2283
"TM9SF4",3978
"TSPY26P",1215
"PLAGL2",5656
"POFUT1",6135
"MIR1825",53
"KIF3B",6113
"ASXL1",7425
"NOL4L",6984
"LOC101929698",1771
"LOC149950",845
"C20orf203",4793
"COMMD7",1911
"DNMT3B",4630
"MAPRE1",2623
"SUN5",1252
"BPIFB2",1920
"BPIFB6",1362
"BPIFB3",1556
"BPIFB4",2174
"BPIFA2",1052
"BPIFA4P",1203
"BPIFA3",1181
"BPIFA1",1078
"BPIFB1",1727
"CDK5RAP1",2130
"SNTA1",2340
"CBFA2T2",7917
"NECAB3",2039
"C20orf144",570
"ACTL10",2028
"E2F1",2700
"PXMP4",5724
"ZNF341",3579
"ZNF341-AS1",646
"CHMP4B",1647
"RALY-AS1",672
"RALY",4773
"MIR4755",72
"EIF2S2",2592
"ASIP",584
"AHCY",2538
"ITCH",6524
"MIR644A",94
"DYNLRB1",1244
"MAP1LC3A",1143
"PIGU",1832
"TP53INP2",4124
"NCOA6",7062
"HMGB3P1",888
"GGT7",2640
"ACSS2",3193
"GSS",1900
"MYH7B",6584
"MIR499A",122
"MIR499B",73
"TRPC4AP",3170
"EDEM2",2129
"PROCR",1484
"MMP24",4333
"MMP24-AS1",1749
"EIF6",1469
"FAM83C-AS1",368
"FAM83C",3166
"UQCC1",2448
"GDF5",2330
"MIR1289-1",144
"CEP250",8324
"C20orf173",2400
"ERGIC3",1366
"FER1L4",6713
"SPAG4",1452
"CPNE1",2631
"RBM12",6702
"NFS1",2507
"ROMO1",461
"RBM39",3019
"PHF20",5889
"SCAND1",1510
"CNBD2",4142
"LINC00657",5343
"EPB41L1",6756
"AAR2",2765
"DLGAP4",6071
"DLGAP4-AS1",1207
"MYL9",1197
"TGIF2",3624
"TGIF2-C20orf24",1090
"C20orf24",1253
"SLA2",2554
"NDRG3",3024
"DSN1",2517
"SOGA1",8726
"TLDC2",2089
"SAMHD1",3189
"RBL1",5814
"MROH8",3665
"RPN2",2555
"GHRH",460
"MANBAL",1315
"SRC",4241
"BLCAP",2540
"NNAT",1302
"LINC00489",543
"LOC100287792",2112
"CTNNBL1",2077
"VSTM2L",1961
"TTI1",3965
"RPRD1B",3872
"TGM2",4085
"KIAA1755",6412
"LOC149684",413
"BPI",1845
"LBP",1894
"SNHG17",1304
"SNORA71B",136
"SNORA71A",138
"SNORA71C",138
"SNORA71D",138
"SNHG11",1087
"SNORA71E",136
"SNORA60",136
"RALGAPB",8676
"ADIG",772
"ARHGAP40",2838
"SLC32A1",2574
"ACTR5",2479
"PPP1R16B",6251
"FAM83D",2429
"DHX35",3342
"LOC339568",1514
"LINC01370",838
"MAFB",3393
"TOP1",3733
"PLCG1-AS1",1794
"PLCG1",5205
"MIR6871",56
"ZHX3",9991
"LPIN3",4436
"EMILIN3",3827
"CHD6",10816
"PTPRT",12694
"LOC101927159",1995
"SRSF6",4014
"L3MBTL1",3565
"SGK2",2457
"IFT52",2001
"MYBL2",2777
"GTSF1L",842
"TOX2",2824
"JPH2",5941
"OSER1",2242
"OSER1-AS1",1851
"GDAP1L1",2959
"FITM2",958
"R3HDML",762
"HNF4A",5470
"HNF4A-AS1",648
"MIR3646",84
"LINC01430",430
"C20orf62",700
"TTPAL",6236
"SERINC3",2725
"PKIG",1758
"ADA",1532
"LINC01260",1157
"WISP2",1404
"KCNK15",2532
"RIMS4",5210
"YWHAB",3223
"PABPC1L",2129
"TOMM34",2049
"STK4-AS1",2116
"STK4",6330
"KCNS1",4539
"WFDC5",1018
"WFDC12",774
"PI3",554
"SEMG1",1663
"SEMG2",1982
"SLPI",596
"MATN4",2342
"RBPJL",2509
"SDC4",2612
"SYS1",5399
"SYS1-DBNDD2",1344
"TP53TG5",981
"DBNDD2",2273
"PIGT",2277
"MIR6812",64
"WFDC2",566
"SPINT3",476
"WFDC6",619
"EPPIN-WFDC6",1862
"EPPIN",2000
"WFDC8",1530
"WFDC9",659
"WFDC10A",482
"WFDC11",615
"WFDC10B",632
"WFDC13",1372
"MIR3617",79
"SPINT4",380
"WFDC3",1000
"DNTTIP1",1290
"UBE2C",1259
"TNNC2",681
"SNX21",3184
"ACOT8",1171
"ZSWIM3",2972
"ZSWIM1",2787
"SPATA25",719
"NEURL2",1454
"CTSA",2286
"PLTP",2224
"PCIF1",2697
"ZNF335",4452
"MMP9",2336
"SLC12A5",6256
"NCOA5",3207
"CD40",1828
"CDH22",3903
"SLC35C2",2641
"ELMO2",3682
"ZNF663P",1151
"MKRN7P",1633
"ZNF334",4071
"OCSTAMP",1958
"SLC13A3",4235
"TP53RK",3373
"SLC2A10",4235
"EYA2",2702
"MIR3616",92
"ZMYND8",6404
"LOC100131496",2253
"NCOA3",8026
"SULF2",4451
"LINC01522",925
"LINC01523",628
"LINC00494",3592
"PREX1",6633
"ARFGEF2",9004
"CSE1L-AS1",568
"CSE1L",3627
"STAU1",3825
"DDX27",2695
"ZNFX1",7369
"ZFAS1",1028
"SNORD12C",79
"SNORD12B",103
"SNORD12",90
"KCNB1",3756
"PTGIS",5603
"B4GALT5",4727
"SLC9A8",6321
"SPATA2",4304
"RNF114",2467
"SNAI1",1706
"TRERNA1",596
"UBE2V1",4304
"TMEM189-UBE2V1",2918
"TMEM189",2399
"LINC01273",705
"CEBPB-AS1",2973
"CEBPB",2108
"LINC01272",2010
"LINC01270",2278
"LINC01271",2250
"PTPN1",3563
"MIR645",94
"FAM65C",4902
"MIR1302-5",150
"LOC100506175",638
"PARD6B",4615
"BCAS4",1378
"ADNP",6517
"ADNP-AS1",1031
"DPM1",1047
"MOCS3",3049
"KCNG1",2220
"NFATC2",7797
"MIR3194",73
"ATP9A",7622
"SALL4",3484
"LINC01429",2327
"ZFP64",4984
"LINC01524",4385
"TSHZ2",12581
"LOC101927770",1947
"ZNF217",5635
"SUMO1P1",1209
"BCAS1",3475
"MIR4756",78
"CYP24A1",3266
"PFDN4",1346
"DOK5",2443
"LINC01441",2290
"LINC01440",636
"CBLN4",3107
"MC3R",1084
"FAM210B",3033
"AURKA",2547
"CSTF1",2572
"CASS4",3258
"RTFDC1",1745
"GCNT7",2064
"FAM209A",678
"FAM209B",692
"TFAP2C",2865
"BMP7",4031
"BMP7-AS1",1012
"MIR4325",90
"SPO11",1817
"RAE1",2170
"MTRNR2L3",1383
"RBM38",2484
"CTCFL",7949
"PCK1",2685
"ZBP1",2576
"PMEPA1",5517
"NKILA",2598
"MIR4532",51
"C20orf85",757
"ANKRD60",3407
"PPP4R1L",2398
"RAB22A",8651
"VAPB",7938
"APCDD1L",3961
"APCDD1L-AS1",2096
"LOC79160",967
"STX16",4967
"STX16-NPEPL1",4048
"NPEPL1",2373
"MIR296",80
"MIR298",88
"GNAS-AS1",1157
"GNAS",7165
"LOC101927932",683
"NELFCD",2305
"CTSZ",1500
"TUBB1",3496
"SLMO2-ATP5E",1027
"ATP5E",439
"SLMO2",2563
"ZNF831",9403
"EDN3",2675
"PHACTR3",3379
"LOC100506384",678
"SYCP2",5480
"FAM217B",5266
"PPP1R3D",3466
"CDH26",3420
"C20orf197",3337
"LOC729296",1259
"MIR646HG",2043
"MIR646",94
"LOC101928048",381
"MIR4533",71
"MIR548AG2",64
"LOC100506470",467
"CDH4",6812
"MIR1257",117
"TAF4",4628
"MIR3195",84
"LSM14B",2594
"PSMA7",1032
"SS18L1",4973
"MTG2",2936
"HRH3",2680
"OSBPL2",4100
"ADRM1",1480
"LAMA5",11431
"MIR4758",71
"LAMA5-AS1",826
"RPS21",396
"CABLES2",3785
"RBBP8NL",2833
"GATA5",2595
"C20orf166-AS1",2449
"MIR1-1HG",1220
"MIR1-1",71
"MIR133A2",102
"SLCO4A1",2776
"SLCO4A1-AS1",1423
"NTSR1",4132
"LINC00659",706
"MRGBP",1636
"OGFR-AS1",668
"OGFR",2420
"COL9A3",2485
"TCFL5",3952
"DPH3P1",1626
"DIDO1",13328
"GID8",4427
"SLC17A9",2654
"BHLHE23",1057
"LOC63930",3366
"LINC00029",1749
"LINC01056",1234
"HAR1B",896
"HAR1A",2794
"MIR124-3",87
"YTHDF1",3252
"BIRC7",1368
"MIR3196",64
"NKAIN4",1430
"FLJ16779",7638
"ARFGAP1",4298
"MIR4326",59
"COL20A1",4172
"CHRNA4",5586
"LOC100130587",3264
"KCNQ2",3381
"EEF1A2",2007
"PPDPF",777
"PTK6",2525
"SRMS",2402
"C20orf195",1111
"HELZ2",10129
"GMEB2",4210
"STMN3",2732
"RTEL1",5197
"RTEL1-TNFRSF6B",5772
"TNFRSF6B",1155
"ARFRP1",2674
"ZGPAT",2126
"LIME1",1851
"SLC2A4RG",2279
"ZBTB46",5233
"ZBTB46-AS1",1088
"ABHD16B",1776
"TPD52L2",2428
"DNAJC5",5293
"MIR941-1",144
"MIR941-4",216
"MIR941-5",216
"MIR941-2",216
"MIR941-3",216
"UCKL1",2285
"MIR1914",80
"MIR647",96
"UCKL1-AS1",3571
"ZNF512B",5922
"SAMD10",2181
"PRPF6",3101
"LINC00176",5387
"SOX18",1705
"TCEA2",2363
"RGS19",1691
"MIR6813",56
"OPRL1",3604
"LKAAEAR1",868
"NPBWR2",1002
"MYT1",5535
"PCMTD2",3912
"LINC00266-1",723
"MIR3648-1",180
"MIR3648-2",180
"MIR3687-1",61
"MIR3687-2",61
"TEKT4P2",2911
"TPTE",2765
"BAGE2",1891
"BAGE3",1891
"BAGE5",1755
"BAGE4",1756
"BAGE",951
"ANKRD30BP2",3418
"MIR3156-3",77
"LOC102724188",503
"POTED",1826
"MIR3118-1",152
"MIR8069-1",258
"MIR8069-2",258
"CYP4F29P",1279
"ANKRD20A11P",1089
"LIPI",1743
"RBM11",1967
"ABCC13",2924
"HSPA13",3986
"SAMSN1",2465
"SAMSN1-AS1",840
"LOC388813",1663
"NRIP1",7556
"USP25",5343
"MIR99AHG",3802
"MIR99A",81
"MIRLET7C",84
"MIR125B2",89
"LINC01549",717
"CXADR",6169
"BTG3",1594
"C21orf91-OT1",497
"C21orf91",5433
"CHODL-AS1",461
"CHODL",2801
"TMPRSS15",3944
"LOC101927797",662
"LINC00320",2183
"NCAM2",5002
"RNU6-67P",27
"LINC00317",612
"LINC01425",760
"LOC101927843",897
"LINC00308",727
"D21S2088E",1699
"LOC101927869",2007
"LOC339622",2716
"LINC00158",1476
"MIR155HG",1474
"MIR155",65
"LINC00515",450
"MRPL39",1171
"JAM2",4670
"ATP5J",1296
"GABPA",5251
"APP",4015
"CYYR1",3079
"ADAMTS1",4651
"ADAMTS5",9663
"MIR4759",83
"MIR5009",66
"LINC00113",524
"LINC00314",583
"LOC284825",2420
"LOC101927973",4486
"LINC00161",870
"N6AMT1",1543
"LTN1",7756
"RWDD2B",1705
"USP16",3036
"CCT8",2315
"MAP3K7CL",3880
"LINC00189",989
"BACH1",6870
"BACH1-IT2",802
"GRIK1",3684
"GRIK1-AS2",1073
"GRIK1-AS1",1093
"CLDN17",731
"LINC00307",424
"CLDN8",2146
"KRTAP24-1",1650
"KRTAP25-1",370
"KRTAP26-1",1158
"KRTAP27-1",682
"KRTAP23-1",208
"KRTAP13-2",849
"MIR4327",85
"KRTAP13-1",747
"KRTAP13-3",520
"KRTAP13-4",483
"KRTAP15-1",453
"KRTAP19-1",273
"KRTAP19-2",159
"KRTAP19-3",494
"KRTAP19-4",255
"KRTAP19-5",219
"KRTAP19-6",330
"KRTAP19-7",192
"KRTAP22-2",293
"KRTAP6-3",616
"KRTAP6-2",189
"KRTAP22-1",147
"KRTAP6-1",219
"KRTAP20-1",171
"KRTAP20-4",224
"KRTAP20-2",198
"KRTAP20-3",273
"KRTAP21-3",253
"KRTAP21-2",252
"KRTAP21-1",240
"KRTAP8-1",556
"KRTAP7-1",693
"KRTAP11-1",911
"KRTAP19-8",318
"TIAM1",7198
"SOD1",965
"SCAF4",4269
"HUNK",7385
"LINC00159",129
"MIS18A",1571
"MRAP",1231
"URB1",10808
"SNORA80A",136
"URB1-AS1",825
"EVA1C",1953
"TCP10L",2697
"C21orf59",1427
"SYNJ1",7211
"PAXBP1-AS1",3943
"PAXBP1",4296
"C21orf62-AS1",1202
"C21orf62",4121
"OLIG2",2514
"LINC00945",849
"OLIG1",2279
"LOC101928107",1353
"LINC01548",595
"IFNAR2",3163
"IL10RB-AS1",469
"IL10RB",1961
"IFNAR1",6094
"IFNGR2",2221
"TMEM50B",3127
"DNAJC28",1910
"GART",4427
"SON",10808
"MIR6501",67
"DONSON",2522
"CRYZL1",1710
"ITSN1",7951
"ATP5O",806
"LINC00649",4830
"MRPS6",990
"SLC5A3",11623
"LINC00310",1807
"KCNE2",803
"SMIM11",900
"C21orf140",961
"KCNE1",4136
"RCAN1",3597
"CLIC6",3800
"LINC00160",694
"LINC01426",3136
"RUNX1",7981
"RUNX1-IT1",1491
"LOC100506403",457
"MIR802",94
"LOC101928269",811
"LINC01436",1523
"SETD4",3713
"LOC100133286",1221
"CBR1",1952
"CBR3-AS1",2126
"CBR3",1112
"DOPEY2",7679
"MORC3",4246
"CHAF1B",2279
"CLDN14",2568
"SIM2",5225
"HLCS",7368
"RIPPLY3",2234
"LOC105372795",1026
"PIGP",1236
"TTC3",9101
"DSCR9",1644
"DSCR3",3251
"DYRK1A",6911
"KCNJ6",2790
"DSCR4",1098
"DSCR8",831
"DSCR10",860
"KCNJ15",3679
"LINC01423",621
"ERG",7684
"LINC00114",1103
"ETS2",4075
"LOC101928398",1053
"LOC400867",3823
"LOC101928435",1598
"PSMG1",1140
"BRWD1",19881
"BRWD1-IT2",1009
"BRWD1-AS1",691
"HMGN1",1304
"WRB",1663
"LCA5L",2364
"SH3BGR",1286
"MIR6508",60
"B3GALT5-AS1",2192
"B3GALT5",3007
"IGSF5",2066
"PCP4",556
"DSCAM",7109
"MIR4760",80
"DSCAM-AS1",1769
"DSCAM-IT1",720
"LINC00323",2019
"MIR3197",73
"BACE2",8930
"PLAC4",10009
"FAM3B",1384
"MX2",2961
"MX1",3660
"TMPRSS2",3320
"LINC00111",454
"LINC00479",2033
"LINC00112",524
"RIPK4",3872
"MIR6814",70
"PRDM15",7778
"C2CD2",6466
"ZBTB21",7479
"ZNF295-AS1",1376
"UMODL1",5518
"UMODL1-AS1",2141
"ABCG1",3605
"TFF3",1054
"TFF2",707
"TFF1",492
"TMPRSS3",3489
"UBASH3A",2556
"RSPH1",1429
"SLC37A1",3094
"LOC101928233",1688
"PDE9A",2215
"WDR4",2642
"NDUFV3",2130
"ERVH48-1",2294
"PKNOX1",5352
"CBS",2728
"U2AF1",1020
"CRYAA",1144
"LINC00322",907
"TCONS_00029157",2890
"SIK1",4703
"LINC00319",3002
"LINC00313",579
"HSF2BP",1899
"MIR6070",103
"RRP1B",5087
"PDXK",7381
"CSTB",940
"RRP1",1807
"AATBC",4598
"AGPAT3",6609
"TRAPPC10",6969
"PWP2",3260
"C21orf33",1667
"ICOSLG",3387
"DNMT3L",1706
"AIRE",2299
"PFKL",3412
"C21orf2",2795
"TRPM2",5879
"TRPM2-AS",873
"LRRC3-AS1",784
"LRRC3",2529
"TSPEAR",4029
"TSPEAR-AS1",2553
"TSPEAR-AS2",1045
"KRTAP10-1",1011
"KRTAP10-2",1149
"KRTAP10-3",738
"KRTAP10-4",1643
"KRTAP10-5",1150
"KRTAP10-6",1238
"KRTAP10-7",1580
"KRTAP10-8",876
"KRTAP10-9",1256
"KRTAP10-10",1100
"KRTAP10-11",1236
"KRTAP12-4",447
"KRTAP12-3",410
"KRTAP12-2",739
"KRTAP12-1",588
"KRTAP10-12",873
"UBE2G2",3498
"LINC01424",1366
"SUMO3",1921
"PTTG1IP",2826
"ITGB2",3220
"ITGB2-AS1",2395
"LINC01547",2185
"FAM207A",881
"LINC00163",2155
"LINC00162",734
"SSR4P1",2257
"ADARB1",7145
"POFUT2",4823
"LOC642852",7165
"LINC00316",455
"COL18A1",6799
"COL18A1-AS2",552
"COL18A1-AS1",3455
"MIR6815",61
"SLC19A1",2963
"LOC100129027",3586
"PCBP3",1989
"LOC101928796",1067
"COL6A1",4225
"COL6A2",4342
"FTCD",2110
"SPATC1L",2316
"LSS",4766
"MCM3AP-AS1",4707
"MCM3AP",6194
"YBEY",1785
"C21orf58",3802
"PCNT",10560
"DIP2A",8025
"DIP2A-IT1",427
"S100B",1135
"PRMT2",7953
"DUXAP8",2107
"POTEH",2037
"OR11H1",981
"CCT8L2",2053
"TPTEP1",1430
"ANKRD62P1-PARP4P3",1538
"XKR3",1681
"HSFY1P1",1381
"GAB4",2629
"CECR7",2726
"IL17RA",8608
"CECR6",5069
"LOC100996342",1175
"CECR5",1880
"CECR5-AS1",626
"CECR1",4868
"CECR3",1914
"CECR2",9662
"SLC25A18",2140
"LOC101929372",1838
"ATP6V1E1",1405
"BCL2L13",5513
"BID",2660
"MIR3198-1",80
"LINC00528",2192
"MICAL3",14775
"MIR648",94
"FLJ41941",2379
"PEX26",4331
"TUBA8",2124
"USP18",2035
"GGT3P",2036
"DGCR6",1214
"PRODH",2408
"DGCR5",3938
"DGCR9",2415
"DGCR10",927
"DGCR2",4492
"DGCR11",2214
"DGCR14",5385
"TSSK2",1816
"GSC2",618
"LINC01311",1127
"SLC25A1",1946
"CLTCL1",5514
"HIRA",4013
"MRPL40",774
"C22orf39",2785
"UFD1L",1783
"CDC45",2073
"CLDN5",2314
"LINC00895",710
"SEPT5",2457
"SEPT5-GP1BB",4671
"GP1BB",958
"TBX1",2804
"GNB1L",1519
"C22orf29",6635
"TXNRD2",3062
"COMT",2553
"MIR4761",82
"ARVCF",4036
"TANGO2",2864
"MIR185",82
"DGCR8",4520
"MIR3618",88
"MIR1306",85
"TRMT2A",2986
"MIR6816",66
"RANBP1",1991
"ZDHHC8",5012
"LOC388849",633
"LOC284865",2227
"LINC00896",2206
"RTN4R",1919
"MIR1286",78
"DGCR6L",1217
"TMEM191B",1334
"PI4KAP1",2360
"RIMBP3",5793
"ZNF74",4040
"SCARF2",3508
"KLHL22",2616
"MED15",3829
"POM121L4P",2167
"TMEM191A",1958
